user_id,age,gender,height_cm,weight_kg,fitness_level,experience_months,consistency,previous_training,goals,preferred_duration,preferred_frequency,preferred_style,preferred_exercises,equipment,available_time,schedule_flexibility,limitations,recovery_capacity,energy_levels,stress_levels,sleep_quality,motivation_type,enjoyment_factors,preferred_intensity,bmi,exp_bin,primary_goal
U000234,24,Female,163,72,Intermediate,27,2,Cardio-focused,Hypertrophy,30-45 min,4,Push/Pull/Legs,"Compound movements,Isolation exercises",At Home,≤30 min,2,None,4,3,3,3,Social,Social,2,27.1,25-60,Hypertrophy
U000235,22,Male,192,110,Novice,17,2,Full Body,Weight Loss,30-45 min,3,Full Body,"Isolation exercises,Cardio",At Home,30-45 min,5,Ankle issues,4,3,4,2,Results-driven,Challenge,2,29.8,7-24,Weight Loss
U000236,41,Female,178,47,Novice,24,2,Upper/Lower,General Fitness,45-60 min,3,Upper/Lower,"Isolation exercises,Bodyweight exercises,Machine-based exercises",At Home,60-90 min,1,None,4,4,3,3,Results-driven,Challenge,3,14.8,7-24,General Fitness
U000237,40,Female,162,77,Intermediate,16,5,Cardio-focused,"General Fitness,Endurance",45-60 min,4,Body Part Split,Olympic lifts,Dumbbell Only,45-60 min,5,None,2,3,3,4,Results-driven,Social,2,29.3,7-24,General Fitness
U000238,40,Female,180,86,Beginner,1,3,None/Minimal,"General Fitness,Hypertrophy",30-45 min,3,Upper/Lower,"Bodyweight exercises,Machine-based exercises",At Home,30-45 min,5,Knee issues,1,1,4,1,Process-driven,"Challenge,Achievement",4,26.5,0-6,General Fitness
U000239,34,Female,153,74,Novice,21,3,Upper/Lower,"Weight Loss,Endurance",45-60 min,2,Upper/Lower,"Cardio,Machine-based exercises",At Home,45-60 min,3,Ankle issues,3,2,3,3,Results-driven,Achievement,2,31.6,7-24,Weight Loss
U000240,39,Male,173,86,Novice,15,3,Push/Pull/Legs,Strength,30-45 min,4,Push/Pull/Legs,"Free weights,Machine-based exercises,Bodyweight exercises",At Home,45-60 min,5,None,2,1,5,2,Results-driven,"Social,Achievement",2,28.7,7-24,Strength
U000241,65,Female,171,60,Novice,18,1,Cardio-focused,"Hypertrophy,Endurance",30-45 min,4,Upper/Lower,"Olympic lifts,Free weights",Full Gym,30-45 min,1,None,4,3,2,4,Process-driven,Achievement,1,20.5,7-24,Hypertrophy
U000242,39,Female,157,45,Intermediate,15,2,Body Part Split,General Fitness,60-75 min,5,Upper/Lower,"Free weights,Isolation exercises",Full Gym,60-90 min,5,Knee issues,5,4,3,5,Process-driven,"Structure,Challenge",3,18.3,7-24,General Fitness
U000243,57,Female,156,80,Novice,10,3,Upper/Lower,Hypertrophy,45-60 min,4,Upper/Lower,"Isolation exercises,Compound movements,Free weights",At Home,45-60 min,5,None,1,1,5,3,Social,Challenge,3,32.9,7-24,Hypertrophy
U000244,63,Male,195,96,Beginner,5,4,None/Minimal,"Weight Loss,Athletic Performance",30-45 min,2,Upper/Lower,"Isolation exercises,Free weights,Machine-based exercises",Full Gym,≤30 min,3,None,4,3,3,3,Process-driven,Challenge,2,25.2,0-6,Weight Loss
U000245,49,Male,166,84,Beginner,4,2,Full Body,Athletic Performance,30-45 min,2,Full Body,"Cardio,Olympic lifts,Machine-based exercises",At Home,30-45 min,5,None,5,3,3,3,Social,Social,2,30.5,0-6,Athletic Performance
U000246,52,Male,183,96,Intermediate,46,3,Sports-specific,Strength,60-75 min,3,Upper/Lower,"Isolation exercises,Olympic lifts",Dumbbell Only,45-60 min,1,None,4,3,3,2,Process-driven,Challenge,3,28.7,25-60,Strength
U000247,22,Male,192,87,Intermediate,55,4,Upper/Lower,Hypertrophy,60-75 min,4,Upper/Lower,"Cardio,Bodyweight exercises",Dumbbell Only,45-60 min,2,None,2,2,2,3,Process-driven,"Social,Structure",4,23.6,25-60,Hypertrophy
U000248,34,Male,199,72,Beginner,1,2,Upper/Lower,General Fitness,30-45 min,4,Full Body,"Bodyweight exercises,Isolation exercises",Dumbbell Only,30-45 min,1,Hip issues,2,2,3,3,Results-driven,Variety,5,18.2,0-6,General Fitness
U000249,26,Male,172,102,Intermediate,51,5,Push/Pull/Legs,Weight Loss,45-60 min,4,Full Body,Bodyweight exercises,Dumbbell Only,60-90 min,3,Ankle issues,5,5,2,5,Social,"Challenge,Social",3,34.5,25-60,Weight Loss
U000250,52,Female,168,67,Intermediate,55,1,Upper/Lower,General Fitness,30-45 min,5,Push/Pull/Legs,"Isolation exercises,Olympic lifts,Machine-based exercises",Dumbbell Only,30-45 min,5,None,4,3,3,3,Process-driven,"Variety,Structure",3,23.7,25-60,General Fitness
U000251,36,Female,178,50,Intermediate,35,3,Push/Pull/Legs,"Strength,Hypertrophy",75-90 min,6,No preference,"Bodyweight exercises,Compound movements,Cardio",At Home,60-90 min,3,Shoulder issues,5,4,3,3,Results-driven,Social,2,15.8,25-60,Strength
U000252,26,Female,162,59,Intermediate,16,3,Body Part Split,Hypertrophy,60-75 min,5,Push/Pull/Legs,"Bodyweight exercises,Isolation exercises,Olympic lifts",Dumbbell Only,60-90 min,3,None,3,3,3,2,Process-driven,Social,3,22.5,7-24,Hypertrophy
U000253,65,Female,151,68,Novice,4,4,Upper/Lower,Hypertrophy,45-60 min,4,Upper/Lower,"Olympic lifts,Compound movements",Full Gym,60-90 min,5,None,3,1,5,2,Results-driven,Variety,2,29.8,0-6,Hypertrophy
U000254,29,Male,165,109,Intermediate,44,2,Body Part Split,General Fitness,30-45 min,3,Upper/Lower,"Bodyweight exercises,Isolation exercises,Olympic lifts",At Home,30-45 min,4,Hip issues,3,3,3,3,Competition,Social,3,40.0,25-60,General Fitness
U000255,40,Male,198,92,Intermediate,34,3,Push/Pull/Legs,"Hypertrophy,Weight Loss",60-75 min,3,Full Body,"Isolation exercises,Bodyweight exercises",Dumbbell Only,60-90 min,4,None,1,1,4,2,Process-driven,Achievement,5,23.5,25-60,Hypertrophy
U000256,31,Male,168,87,Novice,21,3,Full Body,Weight Loss,30-45 min,4,Full Body,"Cardio,Free weights",Full Gym,30-45 min,2,Wrist/elbow issues,3,3,3,2,Results-driven,"Achievement,Social",3,30.8,7-24,Weight Loss
U000257,22,Male,186,64,Beginner,4,4,Full Body,Strength,45-60 min,3,Full Body,"Cardio,Compound movements,Free weights",Dumbbell Only,45-60 min,2,Shoulder issues,3,2,5,3,Results-driven,Structure,4,18.5,0-6,Strength
U000258,47,Male,195,78,Beginner,4,1,Upper/Lower,"Weight Loss,General Fitness",60-75 min,6,Full Body,Isolation exercises,At Home,60-90 min,1,Ankle issues,1,3,3,3,Results-driven,Social,3,20.5,0-6,Weight Loss
U000259,30,Male,188,75,Beginner,5,1,CrossFit/Functional Fitness,Hypertrophy,45-60 min,2,No preference,"Bodyweight exercises,Free weights",Dumbbell Only,45-60 min,4,None,3,3,3,3,Process-driven,Achievement,2,21.2,0-6,Hypertrophy
U000260,23,Male,188,80,Novice,23,3,Body Part Split,Strength,60-75 min,4,Full Body,"Isolation exercises,Cardio",At Home,45-60 min,4,Shoulder issues,1,2,4,1,Results-driven,Variety,2,22.6,7-24,Strength
U000261,27,Female,169,81,Novice,9,1,CrossFit/Functional Fitness,Strength,60-75 min,3,Full Body,Olympic lifts,At Home,45-60 min,3,None,4,4,2,4,Process-driven,Structure,3,28.4,7-24,Strength
U000262,29,Female,151,85,Beginner,1,1,Full Body,Strength,30-45 min,2,Full Body,"Free weights,Compound movements",Full Gym,45-60 min,4,None,2,3,4,3,Social,Challenge,1,37.3,0-6,Strength
U000263,33,Female,170,80,Advanced,97,3,Push/Pull/Legs,Weight Loss,60-75 min,4,Upper/Lower,"Cardio,Machine-based exercises",At Home,45-60 min,1,Knee issues,5,5,2,5,Social,"Social,Variety",5,27.7,61-120,Weight Loss
U000264,41,Male,180,65,Novice,6,3,Upper/Lower,"Weight Loss,Athletic Performance",30-45 min,3,Upper/Lower,"Machine-based exercises,Compound movements,Cardio",Dumbbell Only,≤30 min,3,None,2,1,4,2,Competition,"Structure,Challenge",3,20.1,0-6,Weight Loss
U000265,63,Female,155,68,Advanced,44,2,Body Part Split,Hypertrophy,75-90 min,4,Push/Pull/Legs,"Olympic lifts,Compound movements,Bodyweight exercises",Dumbbell Only,60-90 min,4,None,3,3,1,4,Competition,"Variety,Challenge",3,28.3,25-60,Hypertrophy
U000266,64,Male,200,99,Beginner,4,1,Push/Pull/Legs,General Fitness,30-45 min,2,Full Body,"Isolation exercises,Compound movements",Garage Gym,≤30 min,3,None,4,5,2,4,Process-driven,"Challenge,Achievement",3,24.8,0-6,General Fitness
U000267,30,Female,164,79,Intermediate,27,3,Sports-specific,"Hypertrophy,Athletic Performance",90+ min,3,Upper/Lower,"Free weights,Cardio",Dumbbell Only,60-90 min,3,Back issues,3,3,3,4,Social,"Achievement,Challenge",2,29.4,25-60,Hypertrophy
U000268,57,Female,178,71,Beginner,1,5,Full Body,Weight Loss,30-45 min,2,Full Body,"Machine-based exercises,Cardio,Compound movements",Dumbbell Only,45-60 min,5,Ankle issues,4,4,2,3,Results-driven,"Structure,Achievement",2,22.4,0-6,Weight Loss
U000269,38,Female,156,70,Novice,10,3,Body Part Split,Weight Loss,75-90 min,2,Upper/Lower,"Free weights,Olympic lifts,Bodyweight exercises",Full Gym,90+ min,1,None,4,3,3,5,Process-driven,"Structure,Variety",1,28.8,7-24,Weight Loss
U000270,38,Male,180,74,Beginner,3,3,Upper/Lower,General Fitness,45-60 min,4,Full Body,"Cardio,Bodyweight exercises",At Home,45-60 min,4,None,2,2,2,4,Competition,Social,1,22.8,0-6,General Fitness
U000271,34,Male,187,93,Intermediate,16,4,Upper/Lower,Weight Loss,60-75 min,4,Full Body,"Machine-based exercises,Olympic lifts,Free weights",At Home,60-90 min,2,Hip issues,2,4,3,3,Competition,Challenge,2,26.6,7-24,Weight Loss
U000272,31,Female,161,70,Beginner,6,2,None/Minimal,"Weight Loss,Athletic Performance",60-75 min,2,Upper/Lower,"Compound movements,Cardio",At Home,45-60 min,5,None,2,2,5,1,Social,Challenge,1,27.0,0-6,Weight Loss
U000273,51,Male,171,60,Intermediate,23,4,Body Part Split,"Hypertrophy,Weight Loss",45-60 min,4,Push/Pull/Legs,"Compound movements,Bodyweight exercises",At Home,60-90 min,3,None,5,4,1,5,Process-driven,Social,3,20.5,7-24,Hypertrophy
U000274,40,Male,177,102,Beginner,6,2,Full Body,Weight Loss,30-45 min,3,Upper/Lower,Cardio,Garage Gym,45-60 min,4,Ankle issues,1,1,5,1,Process-driven,Structure,3,32.6,0-6,Weight Loss
U000275,39,Male,198,103,Beginner,1,3,Full Body,"Strength,General Fitness",45-60 min,4,Full Body,"Cardio,Olympic lifts",Full Gym,45-60 min,1,None,1,2,4,1,Competition,Achievement,1,26.3,0-6,Strength
U000276,38,Male,199,82,Beginner,6,1,Full Body,Strength,30-45 min,2,Full Body,"Cardio,Machine-based exercises",Full Gym,30-45 min,1,None,1,2,4,2,Competition,Structure,1,20.7,0-6,Strength
U000277,26,Male,185,90,Beginner,5,1,Full Body,"Hypertrophy,Endurance",30-45 min,3,Full Body,Free weights,Dumbbell Only,30-45 min,5,None,3,3,3,5,Competition,Variety,1,26.3,0-6,Hypertrophy
U000278,46,Female,155,88,Beginner,5,2,Upper/Lower,General Fitness,30-45 min,2,Full Body,"Cardio,Isolation exercises",At Home,45-60 min,3,None,2,4,3,2,Competition,Social,2,36.6,0-6,General Fitness
U000279,55,Female,162,84,Advanced,84,4,Push/Pull/Legs,Strength,45-60 min,4,Upper/Lower,"Machine-based exercises,Olympic lifts",Dumbbell Only,30-45 min,1,Ankle issues,3,4,2,3,Social,"Variety,Achievement",5,32.0,61-120,Strength
U000280,25,Female,178,67,Novice,15,2,None/Minimal,"Weight Loss,Athletic Performance",30-45 min,3,Upper/Lower,"Bodyweight exercises,Olympic lifts",At Home,45-60 min,2,None,2,2,3,2,Process-driven,"Structure,Achievement",2,21.1,7-24,Weight Loss
U000281,31,Female,170,56,Beginner,4,2,None/Minimal,Weight Loss,60-75 min,3,Full Body,Olympic lifts,At Home,60-90 min,4,None,5,4,2,4,Results-driven,Achievement,1,19.4,0-6,Weight Loss
U000282,30,Male,198,65,Novice,20,3,None/Minimal,"Hypertrophy,Weight Loss",60-75 min,5,Full Body,"Machine-based exercises,Bodyweight exercises",Full Gym,60-90 min,1,None,2,4,3,2,Results-driven,Variety,2,16.6,7-24,Hypertrophy
U000283,26,Female,174,69,Novice,23,3,Full Body,Weight Loss,45-60 min,3,Upper/Lower,"Olympic lifts,Bodyweight exercises",Garage Gym,45-60 min,3,Knee issues,4,2,4,3,Competition,"Structure,Social",2,22.8,7-24,Weight Loss
U000284,21,Male,180,71,Advanced,52,4,Body Part Split,Strength,60-75 min,5,Body Part Split,"Isolation exercises,Free weights",Dumbbell Only,45-60 min,1,None,3,4,2,4,Competition,Social,5,21.9,25-60,Strength
U000285,24,Male,171,109,Beginner,1,2,Upper/Lower,General Fitness,30-45 min,3,Push/Pull/Legs,"Machine-based exercises,Olympic lifts",Dumbbell Only,30-45 min,4,Wrist/elbow issues,4,4,2,5,Results-driven,Structure,3,37.3,0-6,General Fitness
U000286,45,Female,155,46,Beginner,3,1,None/Minimal,"General Fitness,Endurance",30-45 min,3,Body Part Split,"Cardio,Isolation exercises,Olympic lifts",Dumbbell Only,30-45 min,1,None,2,2,5,2,Social,"Challenge,Achievement",2,19.1,0-6,General Fitness
U000287,57,Female,174,67,Novice,4,3,Body Part Split,General Fitness,30-45 min,3,Full Body,"Bodyweight exercises,Isolation exercises,Olympic lifts",Dumbbell Only,30-45 min,3,None,5,5,1,3,Results-driven,Social,2,22.1,0-6,General Fitness
U000288,30,Female,175,64,Beginner,3,3,Full Body,General Fitness,45-60 min,3,Full Body,"Olympic lifts,Compound movements",At Home,30-45 min,3,None,3,3,3,4,Process-driven,Challenge,1,20.9,0-6,General Fitness
U000289,28,Female,154,69,Novice,7,3,Full Body,"Hypertrophy,Strength",75-90 min,4,Body Part Split,Cardio,Full Gym,60-90 min,3,None,5,4,2,4,Process-driven,"Social,Challenge",3,29.1,7-24,Hypertrophy
U000290,22,Male,165,84,Intermediate,15,1,Sports-specific,"Athletic Performance,Weight Loss",75-90 min,4,Upper/Lower,"Free weights,Cardio",Dumbbell Only,60-90 min,3,None,3,1,4,4,Process-driven,Achievement,4,30.9,7-24,Athletic Performance
U000291,59,Female,182,57,Beginner,5,2,Full Body,Weight Loss,30-45 min,2,Full Body,"Compound movements,Free weights,Bodyweight exercises",At Home,≤30 min,4,None,3,3,4,2,Social,Challenge,3,17.2,0-6,Weight Loss
U000292,40,Male,193,106,Intermediate,37,3,Full Body,"Strength,Endurance",60-75 min,4,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises,Isolation exercises",At Home,60-90 min,5,Shoulder issues,2,3,4,3,Results-driven,"Challenge,Achievement",4,28.5,25-60,Strength
U000293,31,Female,185,89,Advanced,117,4,Push/Pull/Legs,Weight Loss,30-45 min,5,Upper/Lower,Machine-based exercises,At Home,30-45 min,4,Hip issues,1,2,4,2,Competition,Structure,5,26.0,61-120,Weight Loss
U000294,35,Female,165,46,Advanced,38,3,Sports-specific,"Strength,Hypertrophy",60-75 min,5,Push/Pull/Legs,"Olympic lifts,Compound movements",Garage Gym,60-90 min,1,None,2,3,4,3,Results-driven,"Variety,Structure",3,16.9,25-60,Strength
U000295,18,Male,173,103,Beginner,1,2,Full Body,"Hypertrophy,General Fitness",30-45 min,3,Body Part Split,"Bodyweight exercises,Free weights",At Home,30-45 min,3,None,3,3,4,2,Results-driven,"Structure,Variety",3,34.4,0-6,Hypertrophy
U000296,39,Male,191,108,Beginner,6,1,Full Body,Weight Loss,30-45 min,2,Full Body,"Compound movements,Bodyweight exercises",At Home,30-45 min,1,None,5,4,3,5,Process-driven,Social,2,29.6,0-6,Weight Loss
U000297,49,Male,194,84,Intermediate,32,4,Push/Pull/Legs,"Athletic Performance,Weight Loss",60-75 min,3,Upper/Lower,"Compound movements,Olympic lifts",Dumbbell Only,45-60 min,4,None,5,4,2,4,Competition,"Achievement,Challenge",5,22.3,25-60,Athletic Performance
U000298,34,Prefer not to say,199,65,Novice,6,3,CrossFit/Functional Fitness,"General Fitness,Athletic Performance",30-45 min,4,Upper/Lower,"Cardio,Free weights,Olympic lifts",Garage Gym,30-45 min,1,None,2,1,5,1,Competition,"Variety,Social",3,16.4,0-6,General Fitness
U000299,56,Male,185,99,Novice,20,5,Other,Endurance,30-45 min,2,Full Body,"Compound movements,Isolation exercises",Garage Gym,30-45 min,3,None,2,1,4,2,Competition,"Challenge,Social",5,28.9,7-24,Endurance
U000300,19,Non-binary,188,72,Advanced,87,4,CrossFit/Functional Fitness,Hypertrophy,75-90 min,5,Full Body,"Compound movements,Cardio",At Home,60-90 min,2,None,4,4,4,3,Results-driven,"Structure,Challenge",3,20.4,61-120,Hypertrophy
U000301,47,Male,190,92,Novice,6,3,CrossFit/Functional Fitness,Strength,30-45 min,2,Upper/Lower,"Bodyweight exercises,Machine-based exercises",At Home,30-45 min,1,None,2,3,3,4,Results-driven,Challenge,2,25.5,0-6,Strength
U000302,47,Female,159,87,Beginner,0,2,Full Body,Weight Loss,30-45 min,3,Full Body,"Olympic lifts,Bodyweight exercises",Dumbbell Only,45-60 min,2,Hip issues,3,3,3,3,Results-driven,Structure,2,34.4,,Weight Loss
U000303,49,Male,178,107,Intermediate,15,3,Full Body,Strength,60-75 min,3,Upper/Lower,"Cardio,Compound movements,Bodyweight exercises",Dumbbell Only,60-90 min,2,None,2,3,4,3,Competition,Social,4,33.8,7-24,Strength
U000304,59,Female,152,46,Beginner,0,1,None/Minimal,Weight Loss,45-60 min,2,Full Body,"Machine-based exercises,Cardio,Compound movements",Dumbbell Only,30-45 min,5,None,5,4,1,5,Social,Challenge,3,19.9,,Weight Loss
U000305,30,Non-binary,180,67,Novice,17,2,CrossFit/Functional Fitness,"Hypertrophy,Endurance",45-60 min,4,Full Body,"Bodyweight exercises,Isolation exercises,Compound movements",At Home,30-45 min,4,Back issues,3,1,3,1,Results-driven,"Challenge,Social",1,20.7,7-24,Hypertrophy
U000306,53,Male,189,70,Intermediate,56,3,Body Part Split,"Strength,Weight Loss",45-60 min,4,Push/Pull/Legs,Compound movements,At Home,60-90 min,3,None,4,2,3,4,Competition,"Social,Structure",3,19.6,25-60,Strength
U000307,21,Male,167,63,Advanced,118,3,Other,Hypertrophy,90+ min,4,No preference,"Compound movements,Cardio,Free weights",Full Gym,90+ min,3,None,3,3,3,3,Process-driven,"Variety,Structure",4,22.6,61-120,Hypertrophy
U000308,61,Male,184,104,Beginner,1,3,None/Minimal,Weight Loss,30-45 min,2,Upper/Lower,Olympic lifts,Garage Gym,30-45 min,4,None,4,5,1,5,Social,"Achievement,Variety",1,30.7,0-6,Weight Loss
U000309,31,Male,196,86,Beginner,4,2,Full Body,Hypertrophy,30-45 min,3,Push/Pull/Legs,"Compound movements,Isolation exercises",Dumbbell Only,30-45 min,1,None,4,4,2,4,Social,"Achievement,Challenge",1,22.4,0-6,Hypertrophy
U000310,18,Female,177,51,Advanced,61,2,Body Part Split,"Hypertrophy,Weight Loss",60-75 min,4,Upper/Lower,"Olympic lifts,Bodyweight exercises,Free weights",At Home,60-90 min,5,None,3,4,3,5,Process-driven,Social,4,16.3,61-120,Hypertrophy
U000311,50,Female,179,61,Intermediate,49,3,Sports-specific,Weight Loss,75-90 min,5,Upper/Lower,"Compound movements,Bodyweight exercises",Full Gym,90+ min,5,None,3,3,2,3,Process-driven,"Variety,Challenge",3,19.0,25-60,Weight Loss
U000312,40,Female,157,63,Novice,4,2,Cardio-focused,General Fitness,45-60 min,3,Full Body,"Machine-based exercises,Cardio",Garage Gym,60-90 min,4,Shoulder issues,4,4,2,3,Results-driven,Challenge,1,25.6,0-6,General Fitness
U000313,41,Female,169,59,Novice,6,2,Upper/Lower,Weight Loss,45-60 min,3,Full Body,Cardio,Garage Gym,45-60 min,5,Knee issues,4,4,4,3,Process-driven,Social,1,20.7,0-6,Weight Loss
U000314,54,Female,183,79,Beginner,5,4,Full Body,Athletic Performance,30-45 min,4,No preference,"Machine-based exercises,Free weights",Dumbbell Only,45-60 min,4,Shoulder issues,2,2,3,2,Social,Challenge,2,23.6,0-6,Athletic Performance
U000315,36,Female,158,82,Novice,14,1,Body Part Split,"Weight Loss,Athletic Performance",30-45 min,3,Upper/Lower,"Compound movements,Machine-based exercises",Full Gym,30-45 min,2,None,3,1,4,2,Social,"Challenge,Structure",2,32.8,7-24,Weight Loss
U000316,60,Male,184,89,Intermediate,49,5,Full Body,Hypertrophy,60-75 min,4,Upper/Lower,Bodyweight exercises,Garage Gym,60-90 min,4,None,1,1,5,2,Results-driven,Achievement,4,26.3,25-60,Hypertrophy
U000317,44,Male,177,75,Novice,15,3,CrossFit/Functional Fitness,"Endurance,Hypertrophy",45-60 min,3,No preference,"Bodyweight exercises,Compound movements",Full Gym,45-60 min,1,None,4,4,2,4,Process-driven,Structure,4,23.9,7-24,Endurance
U000318,50,Male,181,108,Beginner,0,2,Full Body,Hypertrophy,30-45 min,2,Full Body,"Bodyweight exercises,Machine-based exercises",Dumbbell Only,30-45 min,3,None,4,2,3,3,Results-driven,"Achievement,Social",3,33.0,,Hypertrophy
U000319,60,Male,177,61,Intermediate,49,4,Push/Pull/Legs,Strength,45-60 min,3,Push/Pull/Legs,"Cardio,Olympic lifts",Full Gym,45-60 min,5,None,3,2,3,3,Competition,"Variety,Challenge",3,19.5,25-60,Strength
U000320,26,Female,178,83,Intermediate,30,3,Cardio-focused,Hypertrophy,45-60 min,4,Push/Pull/Legs,"Machine-based exercises,Cardio",At Home,30-45 min,2,None,1,1,3,1,Process-driven,Structure,5,26.2,25-60,Hypertrophy
U000321,48,Male,177,77,Beginner,0,1,Push/Pull/Legs,General Fitness,45-60 min,3,Full Body,"Compound movements,Isolation exercises",Dumbbell Only,60-90 min,3,None,4,4,3,3,Process-driven,"Social,Challenge",1,24.6,,General Fitness
U000322,46,Male,187,101,Intermediate,40,3,None/Minimal,Weight Loss,60-75 min,3,Upper/Lower,"Compound movements,Machine-based exercises",Dumbbell Only,60-90 min,2,None,3,2,4,3,Results-driven,"Achievement,Challenge",5,28.9,25-60,Weight Loss
U000323,19,Female,182,68,Beginner,1,4,Full Body,General Fitness,30-45 min,2,Full Body,"Bodyweight exercises,Machine-based exercises",At Home,30-45 min,1,None,4,5,2,4,Competition,Challenge,2,20.5,0-6,General Fitness
U000324,45,Female,164,61,Intermediate,36,2,Full Body,Strength,60-75 min,3,Push/Pull/Legs,Cardio,Full Gym,45-60 min,3,Shoulder issues,5,4,1,5,Social,"Challenge,Variety",5,22.7,25-60,Strength
U000325,65,Male,188,93,Novice,23,3,Full Body,Hypertrophy,75-90 min,2,Full Body,"Machine-based exercises,Cardio",Garage Gym,60-90 min,2,None,1,3,4,5,Results-driven,"Achievement,Social",2,26.3,7-24,Hypertrophy
U000326,22,Female,175,84,Beginner,3,3,Full Body,General Fitness,30-45 min,2,Full Body,"Isolation exercises,Free weights",Dumbbell Only,≤30 min,4,Wrist/elbow issues,1,2,5,2,Competition,Variety,2,27.4,0-6,General Fitness
U000327,60,Female,184,65,Advanced,95,4,Upper/Lower,Athletic Performance,60-75 min,6,Body Part Split,"Isolation exercises,Free weights",Garage Gym,45-60 min,2,None,5,5,1,4,Competition,Challenge,4,19.2,61-120,Athletic Performance
U000328,40,Male,191,65,Beginner,5,2,Full Body,Hypertrophy,30-45 min,3,Body Part Split,"Free weights,Isolation exercises",Dumbbell Only,45-60 min,3,None,2,3,3,4,Competition,Structure,2,17.8,0-6,Hypertrophy
U000329,58,Male,186,77,Novice,21,4,Cardio-focused,"Hypertrophy,Endurance",30-45 min,3,Full Body,"Machine-based exercises,Isolation exercises",At Home,30-45 min,1,None,2,4,3,2,Process-driven,Social,5,22.3,7-24,Hypertrophy
U000330,36,Female,156,73,Novice,7,1,CrossFit/Functional Fitness,General Fitness,45-60 min,3,Full Body,Cardio,Dumbbell Only,60-90 min,3,Knee issues,3,4,3,4,Process-driven,Social,3,30.0,7-24,General Fitness
U000331,32,Female,150,49,Novice,14,4,Full Body,"Weight Loss,Athletic Performance",60-75 min,3,Upper/Lower,"Free weights,Isolation exercises,Compound movements",At Home,60-90 min,2,None,3,1,4,1,Process-driven,"Structure,Challenge",2,21.8,7-24,Weight Loss
U000332,38,Female,168,89,Beginner,5,2,Full Body,General Fitness,45-60 min,2,No preference,"Bodyweight exercises,Compound movements",At Home,30-45 min,1,None,3,5,1,4,Process-driven,"Challenge,Achievement",4,31.5,0-6,General Fitness
U000333,45,Female,155,64,Beginner,3,5,None/Minimal,Weight Loss,30-45 min,2,No preference,"Isolation exercises,Free weights,Compound movements",Garage Gym,30-45 min,5,Back issues,5,5,1,5,Process-driven,Social,2,26.6,0-6,Weight Loss
U000334,31,Male,178,107,Novice,17,3,Full Body,Hypertrophy,45-60 min,5,Body Part Split,Cardio,Garage Gym,60-90 min,2,None,2,2,5,2,Social,"Challenge,Structure",2,33.8,7-24,Hypertrophy
U000335,45,Female,176,75,Intermediate,58,2,Upper/Lower,Hypertrophy,60-75 min,3,Push/Pull/Legs,"Machine-based exercises,Bodyweight exercises",Dumbbell Only,45-60 min,1,None,4,5,1,5,Process-driven,"Social,Challenge",4,24.2,25-60,Hypertrophy
U000336,44,Male,174,68,Novice,9,4,Full Body,Strength,30-45 min,4,Body Part Split,"Isolation exercises,Machine-based exercises",At Home,45-60 min,1,None,1,1,4,2,Competition,"Challenge,Variety",2,22.5,7-24,Strength
U000337,56,Female,161,76,Novice,16,2,Full Body,Hypertrophy,90+ min,2,Upper/Lower,"Bodyweight exercises,Free weights",At Home,90+ min,2,Knee issues,2,1,4,3,Social,"Variety,Structure",3,29.3,7-24,Hypertrophy
U000338,50,Female,158,60,Intermediate,34,4,Upper/Lower,Athletic Performance,60-75 min,3,Upper/Lower,Olympic lifts,Dumbbell Only,60-90 min,1,None,4,2,4,2,Competition,Challenge,3,24.0,25-60,Athletic Performance
U000339,38,Female,170,85,Intermediate,56,3,Upper/Lower,Strength,75-90 min,3,No preference,"Compound movements,Bodyweight exercises",At Home,60-90 min,4,Knee issues,4,5,3,5,Results-driven,Achievement,3,29.4,25-60,Strength
U000340,56,Male,169,108,Novice,23,4,None/Minimal,"Endurance,Hypertrophy",30-45 min,2,Upper/Lower,"Cardio,Bodyweight exercises",At Home,30-45 min,3,None,3,2,4,3,Competition,Challenge,3,37.8,7-24,Endurance
U000341,55,Female,168,58,Beginner,6,2,None/Minimal,Endurance,45-60 min,4,Upper/Lower,"Free weights,Machine-based exercises",At Home,60-90 min,2,None,4,4,1,4,Process-driven,Variety,2,20.5,0-6,Endurance
U000342,29,Male,181,69,Beginner,0,1,None/Minimal,General Fitness,30-45 min,3,No preference,"Bodyweight exercises,Machine-based exercises,Olympic lifts",Full Gym,30-45 min,4,None,4,1,2,2,Social,"Achievement,Structure",3,21.1,,General Fitness
U000343,62,Male,194,110,Beginner,3,1,None/Minimal,Strength,30-45 min,3,Upper/Lower,"Olympic lifts,Isolation exercises,Free weights",Garage Gym,45-60 min,5,None,3,3,2,2,Competition,"Social,Achievement",1,29.2,0-6,Strength
U000344,52,Female,182,82,Beginner,3,3,None/Minimal,General Fitness,30-45 min,2,No preference,Olympic lifts,At Home,45-60 min,3,None,3,4,2,4,Competition,Structure,1,24.8,0-6,General Fitness
U000345,59,Female,185,46,Beginner,2,3,Push/Pull/Legs,"Weight Loss,Hypertrophy",60-75 min,2,Push/Pull/Legs,Machine-based exercises,Full Gym,45-60 min,2,Ankle issues,4,4,4,3,Results-driven,Variety,3,13.4,0-6,Weight Loss
